transaction_id,sender,receiver,amount,timestamp
T00483,A054,A014,9867,2026-08-10 15:31:42.414451
T00484,A056,A023,2057,2026-08-10 15:31:47.414451
T00485,A014,A055,8701,2026-08-10 15:31:49.414451
T00486,A056,A061,5264,2026-08-10 15:31:50.414451
T00487,A045,A067,7861,2026-08-10 15:31:59.414451
T00488,A072,A014,423,2026-08-10 15:32:03.414451
T00489,A082,A015,9869,2026-08-10 15:32:05.414451
T00490,A100,A051,507,2026-08-10 15:32:12.414451
T00491,A072,A099,9868,2026-08-10 15:32:13.414451
T00492,A062,A022,2162,2026-08-10 15:32:16.414451
T00493,A001,A030,7052,2026-08-10 15:32:23.414451
T00494,A082,A074,8031,2026-08-10 15:32:29.414451
T00495,A056,A032,1570,2026-08-10 15:32:38.414451
T00496,A099,A079,6100,2026-08-10 15:32:41.414451
T00497,A064,A041,8316,2026-08-10 15:32:42.414451
T00498,A049,A030,4892,2026-08-10 15:32:47.414451
T00499,A005,A057,5800,2026-08-10 15:32:48.414451
T00500,A063,A081,355,2026-08-10 15:32:51.414451
T00501,A041,A048,1610,2026-08-10 15:33:01.414451
T00502,A023,A052,6019,2026-08-10 15:33:09.414451
T00503,A044,A054,7768,2026-08-10 15:33:15.414451
T00504,A056,A011,8361,2026-08-10 15:33:20.414451
T00505,A069,A042,4627,2026-08-10 15:33:30.414451
T00506,A053,A006,1997,2026-08-10 15:33:39.414451
T00507,A041,A074,1368,2026-08-10 15:33:48.414451
T00508,A081,A042,2368,2026-08-10 15:33:50.414451
T00509,A053,A036,3313,2026-08-10 15:33:52.414451
T00510,A005,A004,6779,2026-08-10 15:33:58.414451
T00511,A038,A008,9567,2026-08-10 15:34:07.414451
T00512,A001,A017,9942,2026-08-10 15:34:11.414451
T00513,A064,A007,583,2026-08-10 15:34:13.414451
T00514,A074,A018,2772,2026-08-10 15:34:22.414451
T00515,A019,A038,8731,2026-08-10 15:34:24.414451
T00516,A010,A044,6194,2026-08-10 15:34:27.414451
T00517,A011,A012,410,2026-08-10 15:34:36.414451
T00518,A023,A086,4394,2026-08-10 15:34:39.414451
T00519,A036,A085,7942,2026-08-10 15:34:49.414451
T00520,A033,A042,517,2026-08-10 15:34:55.414451
T00521,A019,A035,3452,2026-08-10 15:34:59.414451
T00522,A088,A096,568,2026-08-10 15:35:05.414451
T00523,A012,A062,3080,2026-08-10 15:35:06.414451
T00524,A005,A077,115,2026-08-10 15:35:09.414451
T00525,A050,A095,6136,2026-08-10 15:35:19.414451
T00526,A004,A013,8753,2026-08-10 15:35:25.414451
T00527,A059,A065,6366,2026-08-10 15:35:35.414451
T00528,A009,A051,9592,2026-08-10 15:35:43.414451
T00529,A072,A088,6941,2026-08-10 15:35:44.414451
T00530,A085,A034,4939,2026-08-10 15:35:48.414451
T00531,A058,A010,1035,2026-08-10 15:35:56.414451
T00532,A006,A005,4302,2026-08-10 15:36:06.414451
T00533,A027,A014,1453,2026-08-10 15:36:09.414451
T00534,A091,A051,794,2026-08-10 15:36:15.414451
T00535,A069,A093,9199,2026-08-10 15:36:24.414451
T00536,A036,A035,5829,2026-08-10 15:36:34.414451
T00537,A057,A011,6134,2026-08-10 15:36:42.414451
T00538,A014,A072,351,2026-08-10 15:36:50.414451
T00539,A043,A030,7440,2026-08-10 15:36:57.414451
T00540,A031,A098,3809,2026-08-10 15:37:05.414451
T00541,A020,A074,995,2026-08-10 15:37:09.414451
T00542,A043,A037,7528,2026-08-10 15:37:13.414451
T00543,A040,A054,2008,2026-08-10 15:37:16.414451
T00544,A026,A008,4766,2026-08-10 15:37:21.414451
T00545,A083,A021,3329,2026-08-10 15:37:31.414451
T00546,A067,A091,6485,2026-08-10 15:37:37.414451
T00547,A085,A016,4279,2026-08-10 15:37:47.414451
T00548,A079,A015,7962,2026-08-10 15:37:50.414451
T00549,A015,A078,5011,2026-08-10 15:37:59.414451
T00550,A074,A063,5249,2026-08-10 15:38:02.414451
T00551,A037,A098,4126,2026-08-10 15:38:12.414451
T00552,A070,A038,5676,2026-08-10 15:38:16.414451
T00553,A074,A041,7324,2026-08-10 15:38:19.414451
T00554,A094,A058,9806,2026-08-10 15:38:25.414451
T00555,A042,A021,105,2026-08-10 15:38:28.414451
T00556,A087,A064,3040,2026-08-10 15:38:31.414451
T00557,A053,A049,5233,2026-08-10 15:38:39.414451
T00558,A042,A093,7227,2026-08-10 15:38:47.414451
T00559,A096,A099,6614,2026-08-10 15:38:51.414451
T00560,A028,A064,4512,2026-08-10 15:38:55.414451
T00561,A058,A086,8773,2026-08-10 15:39:04.414451
T00562,A006,A053,5105,2026-08-10 15:39:08.414451
T00563,A077,A098,211,2026-08-10 15:39:12.414451
T00564,A069,A010,3331,2026-08-10 15:39:14.414451
T00565,A093,A018,1060,2026-08-10 15:39:24.414451
T00566,A090,A074,6120,2026-08-10 15:39:29.414451
T00567,A039,A069,977,2026-08-10 15:39:34.414451
T00568,A043,A015,9826,2026-08-10 15:39:43.414451
T00569,A002,A077,2779,2026-08-10 15:39:45.414451
T00570,A064,A086,6251,2026-08-10 15:39:53.414451
T00571,A035,A071,3561,2026-08-10 15:40:00.414451
T00572,A076,A041,2778,2026-08-10 15:40:06.414451
T00573,A042,A031,3814,2026-08-10 15:40:14.414451
T00574,A024,A078,1024,2026-08-10 15:40:19.414451
T00575,A089,A082,3243,2026-08-10 15:40:27.414451
T00576,A081,A010,1461,2026-08-10 15:40:36.414451
T00577,A056,A038,6909,2026-08-10 15:40:38.414451
T00578,A015,A098,5289,2026-08-10 15:40:44.414451
T00579,A076,A021,7779,2026-08-10 15:40:48.414451
T00580,A032,A091,5764,2026-08-10 15:40:49.414451
T00581,A064,A045,5759,2026-08-10 15:40:59.414451
T00582,A057,A045,6062,2026-08-10 15:41:05.414451
T00583,A060,A033,8017,2026-08-10 15:41:11.414451
T00584,A100,A058,1060,2026-08-10 15:41:12.414451
T00585,A048,A071,884,2026-08-10 15:41:18.414451
T00586,A055,A002,7553,2026-08-10 15:41:26.414451
T00587,A099,A008,7916,2026-08-10 15:41:34.414451
T00588,A036,A098,1944,2026-08-10 15:41:37.414451
T00589,A087,A090,4625,2026-08-10 15:41:46.414451
T00590,A043,A099,889,2026-08-10 15:41:53.414451
T00591,A074,A065,1020,2026-08-10 15:41:55.414451
T00592,A093,A096,3758,2026-08-10 15:41:56.414451
T00593,A100,A071,9262,2026-08-10 15:42:03.414451
T00594,A034,A093,8325,2026-08-10 15:42:12.414451
T00595,A081,A010,2016,2026-08-10 15:42:18.414451
T00596,A066,A074,6753,2026-08-10 15:42:26.414451
T00597,A005,A075,2218,2026-08-10 15:42:35.414451
T00598,A046,A061,6678,2026-08-10 15:42:44.414451
T00599,A058,A053,7241,2026-08-10 15:42:48.414451
T00600,A048,A029,2355,2026-08-10 15:42:54.414451
T00601,A083,A026,593,2026-08-10 15:43:03.414451
T00602,A089,A052,8905,2026-08-10 15:43:07.414451
T00603,A061,A005,6169,2026-08-10 15:43:15.414451
T00604,A062,A060,6188,2026-08-10 15:43:24.414451
T00605,A040,A048,2624,2026-08-10 15:43:25.414451
T00606,A004,A025,5059,2026-08-10 15:43:27.414451
T00607,A087,A045,2122,2026-08-10 15:43:34.414451
T00608,A041,A071,8593,2026-08-10 15:43:35.414451
T00609,A043,A098,7930,2026-08-10 15:43:38.414451
T00610,A021,A046,7919,2026-08-10 15:43:41.414451
T00611,A091,A022,1698,2026-08-10 15:43:43.414451
T00612,A084,A078,4591,2026-08-10 15:43:50.414451
T00613,A069,A073,8092,2026-08-10 15:43:58.414451
T00614,A067,A042,3588,2026-08-10 15:44:01.414451
T00615,A052,A024,4734,2026-08-10 15:44:04.414451
T00616,A063,A061,5200,2026-08-10 15:44:11.414451
T00617,A066,A034,5668,2026-08-10 15:44:13.414451
T00618,A062,A030,8976,2026-08-10 15:44:14.414451
T00619,A084,A035,6038,2026-08-10 15:44:15.414451
T00620,A015,A074,6730,2026-08-10 15:44:16.414451
T00621,A079,A084,7622,2026-08-10 15:44:20.414451
T00622,A018,A079,2226,2026-08-10 15:44:21.414451
T00623,A042,A027,1194,2026-08-10 15:44:23.414451
T00624,A035,A031,4093,2026-08-10 15:44:28.414451
T00625,A065,A067,5754,2026-08-10 15:44:34.414451
T00626,A037,A014,6021,2026-08-10 15:44:36.414451
T00627,A066,A071,7022,2026-08-10 15:44:41.414451
T00628,A012,A062,6819,2026-08-10 15:44:51.414451
T00629,A007,A083,9915,2026-08-10 15:44:52.414451
T00630,A078,A035,6095,2026-08-10 15:44:53.414451
T00631,A074,A060,6014,2026-08-10 15:44:57.414451
T00632,A037,A066,5363,2026-08-10 15:45:01.414451
T00633,A089,A028,6689,2026-08-10 15:45:10.414451
T00634,A022,A094,4482,2026-08-10 15:45:15.414451
T00635,A098,A075,2545,2026-08-10 15:45:21.414451
T00636,A034,A043,1722,2026-08-10 15:45:27.414451
T00637,A048,A016,3999,2026-08-10 15:45:28.414451
T00638,A067,A062,5097,2026-08-10 15:45:36.414451
T00639,A090,A031,5290,2026-08-10 15:45:40.414451
T00640,A053,A023,6191,2026-08-10 15:45:45.414451
T00641,A090,A009,6471,2026-08-10 15:45:51.414451
T00642,A098,A079,876,2026-08-10 15:45:53.414451
T00643,A045,A046,2898,2026-08-10 15:46:00.414451
T00644,A018,A055,8362,2026-08-10 15:46:08.414451
T00645,A099,A037,5537,2026-08-10 15:46:09.414451
T00646,A019,A069,6516,2026-08-10 15:46:14.414451
T00647,A020,A089,1253,2026-08-10 15:46:17.414451
T00648,A004,A087,7728,2026-08-10 15:46:23.414451
T00649,A026,A065,3751,2026-08-10 15:46:29.414451
T00650,A088,A014,9287,2026-08-10 15:46:35.414451
T00651,A041,A017,1585,2026-08-10 15:46:36.414451
T00652,A073,A070,7761,2026-08-10 15:46:40.414451
T00653,A098,A068,2665,2026-08-10 15:46:48.414451
T00654,A073,A063,6173,2026-08-10 15:46:49.414451
T00655,A013,A054,8158,2026-08-10 15:46:59.414451
T00656,A039,A006,5571,2026-08-10 15:47:08.414451
T00657,A087,A035,7560,2026-08-10 15:47:17.414451
T00658,A059,A099,5672,2026-08-10 15:47:23.414451
T00659,A055,A007,8815,2026-08-10 15:47:26.414451
T00660,A100,A038,2867,2026-08-10 15:47:34.414451
T00661,A026,A058,6550,2026-08-10 15:47:41.414451
T00662,A019,A032,6876,2026-08-10 15:47:43.414451
T00663,A099,A015,3535,2026-08-10 15:47:46.414451
T00664,A093,A005,6816,2026-08-10 15:47:52.414451
T00665,A097,A093,1463,2026-08-10 15:47:55.414451
T00666,A027,A023,676,2026-08-10 15:48:01.414451
T00667,A011,A064,129,2026-08-10 15:48:09.414451
T00668,A053,A087,8616,2026-08-10 15:48:15.414451
T00669,A047,A035,2436,2026-08-10 15:48:18.414451
T00670,A019,A028,6149,2026-08-10 15:48:22.414451
T00671,A021,A023,4093,2026-08-10 15:48:29.414451
T00672,A023,A091,4394,2026-08-10 15:48:34.414451
T00673,A087,A056,6085,2026-08-10 15:48:37.414451
T00674,A052,A072,300,2026-08-10 15:48:46.414451
T00675,A031,A008,4970,2026-08-10 15:48:56.414451
T00676,A086,A095,7327,2026-08-10 15:49:00.414451
T00677,A035,A046,2072,2026-08-10 15:49:06.414451
T00678,A012,A086,9507,2026-08-10 15:49:07.414451
T00679,A002,A094,6704,2026-08-10 15:49:11.414451
T00680,A076,A041,4032,2026-08-10 15:49:13.414451
T00681,A006,A026,7549,2026-08-10 15:49:19.414451
T00682,A045,A082,3959,2026-08-10 15:49:29.414451
T00683,A082,A062,5533,2026-08-10 15:49:32.414451
T00684,A066,A039,7786,2026-08-10 15:49:42.414451
T00685,A024,A071,4096,2026-08-10 15:49:46.414451
T00686,A058,A031,5488,2026-08-10 15:49:49.414451
T00687,A031,A043,6619,2026-08-10 15:49:50.414451
T00688,A095,A060,7275,2026-08-10 15:49:53.414451
T00689,A068,A034,9526,2026-08-10 15:49:56.414451
T00690,A017,A044,8277,2026-08-10 15:49:58.414451
T00691,A099,A087,3680,2026-08-10 15:50:06.414451
T00692,A071,A036,644,2026-08-10 15:50:08.414451
T00693,A076,A080,5938,2026-08-10 15:50:10.414451
T00694,A012,A005,4282,2026-08-10 15:50:17.414451
T00695,A048,A035,6493,2026-08-10 15:50:26.414451
T00696,A057,A009,8300,2026-08-10 15:50:34.414451
T00697,A055,A091,8302,2026-08-10 15:50:42.414451
T00698,A050,A072,2536,2026-08-10 15:50:45.414451
T00699,A053,A086,239,2026-08-10 15:50:47.414451
T00700,A025,A058,4081,2026-08-10 15:50:50.414451
T00701,A081,A055,4830,2026-08-10 15:50:58.414451
T00702,A094,A100,3448,2026-08-10 15:51:04.414451
T00703,A080,A005,6991,2026-08-10 15:51:13.414451
T00704,A023,A072,1124,2026-08-10 15:51:23.414451
T00705,A006,A008,6491,2026-08-10 15:51:29.414451
T00706,A079,A038,1853,2026-08-10 15:51:39.414451
T00707,A008,A061,9395,2026-08-10 15:51:41.414451
T00708,A095,A013,3620,2026-08-10 15:51:51.414451
T00709,A016,A069,8920,2026-08-10 15:51:57.414451
T00710,A041,A065,2152,2026-08-10 15:51:59.414451
T00711,A041,A015,3313,2026-08-10 15:52:06.414451
T00712,A010,A077,114,2026-08-10 15:52:07.414451
T00713,A039,A042,5445,2026-08-10 15:52:12.414451
T00714,A049,A091,3643,2026-08-10 15:52:18.414451
T00715,A022,A099,2731,2026-08-10 15:52:19.414451
T00716,A018,A076,1143,2026-08-10 15:52:20.414451
T00717,A001,A061,8769,2026-08-10 15:52:27.414451
T00718,A010,A071,5539,2026-08-10 15:52:35.414451
T00719,A079,A046,2436,2026-08-10 15:52:39.414451
T00720,A027,A078,163,2026-08-10 15:52:48.414451
T00721,A017,A030,6629,2026-08-10 15:52:55.414451
T00722,A082,A086,1882,2026-08-10 15:52:57.414451
T00723,A040,A096,7342,2026-08-10 15:53:02.414451
T00724,A033,A023,7975,2026-08-10 15:53:05.414451
T00725,A062,A076,9812,2026-08-10 15:53:09.414451
T00726,A065,A097,5739,2026-08-10 15:53:11.414451
T00727,A051,A096,4304,2026-08-10 15:53:19.414451
T00728,A019,A045,1079,2026-08-10 15:53:28.414451
T00729,A008,A022,3246,2026-08-10 15:53:32.414451
T00730,A087,A010,1878,2026-08-10 15:53:42.414451
T00731,A061,A076,1836,2026-08-10 15:53:51.414451
T00732,A024,A060,1152,2026-08-10 15:53:56.414451
T00733,A020,A033,1384,2026-08-10 15:53:58.414451
T00734,A019,A090,8278,2026-08-10 15:54:02.414451
T00735,A059,A012,7916,2026-08-10 15:54:08.414451
T00736,A029,A069,6275,2026-08-10 15:54:15.414451
T00737,A079,A068,8026,2026-08-10 15:54:24.414451
T00738,A089,A036,6376,2026-08-10 15:54:32.414451
T00739,A089,A008,6882,2026-08-10 15:54:33.414451
T00740,A054,A061,6227,2026-08-10 15:54:35.414451
T00741,A025,A049,3555,2026-08-10 15:54:37.414451
T00742,A026,A036,6036,2026-08-10 15:54:38.414451
T00743,A075,A063,1164,2026-08-10 15:54:48.414451
T00744,A076,A014,7188,2026-08-10 15:54:53.414451
T00745,A008,A098,9057,2026-08-10 15:54:54.414451
T00746,A005,A048,5814,2026-08-10 15:55:01.414451
T00747,A032,A085,8577,2026-08-10 15:55:05.414451
T00748,A002,A057,6206,2026-08-10 15:55:07.414451
T00749,A010,A095,2396,2026-08-10 15:55:12.414451
T00750,A063,A080,6482,2026-08-10 15:55:19.414451
T00751,A093,A017,601,2026-08-10 15:55:23.414451
T00752,A006,A060,2417,2026-08-10 15:55:31.414451
T00753,A057,A051,6567,2026-08-10 15:55:39.414451
T00754,A049,A038,423,2026-08-10 15:55:47.414451
T00755,A070,A092,3745,2026-08-10 15:55:54.414451
T00756,A046,A072,8385,2026-08-10 15:55:58.414451
T00757,A004,A009,2608,2026-08-10 15:56:05.414451
T00758,A063,A077,4097,2026-08-10 15:56:12.414451
T00759,A089,A032,7064,2026-08-10 15:56:21.414451
T00760,A038,A007,4010,2026-08-10 15:56:28.414451
T00761,A030,A027,3508,2026-08-10 15:56:29.414451
T00762,A066,A032,3539,2026-08-10 15:56:32.414451
T00763,A042,A079,5565,2026-08-10 15:56:36.414451
T00764,A078,A051,5455,2026-08-10 15:56:45.414451
T00765,A066,A018,2724,2026-08-10 15:56:47.414451
T00766,A092,A010,3455,2026-08-10 15:56:56.414451
T00767,A053,A033,6211,2026-08-10 15:57:03.414451
T00768,A092,A031,1028,2026-08-10 15:57:13.414451
T00769,A100,A050,3639,2026-08-10 15:57:23.414451
T00770,A051,A078,8571,2026-08-10 15:57:27.414451
T00771,A035,A087,6342,2026-08-10 15:57:32.414451
T00772,A040,A019,7081,2026-08-10 15:57:35.414451
T00773,A075,A098,4430,2026-08-10 15:57:43.414451
T00774,A072,A066,2959,2026-08-10 15:57:53.414451
T00775,A073,A069,762,2026-08-10 15:58:02.414451
T00776,A041,A033,2410,2026-08-10 15:58:10.414451
T00777,A087,A092,1791,2026-08-10 15:58:20.414451
T00778,A098,A078,7610,2026-08-10 15:58:21.414451
T00779,A067,A049,6789,2026-08-10 15:58:30.414451
T00780,A100,A049,5303,2026-08-10 15:58:40.414451
T00781,A017,A100,4995,2026-08-10 15:58:49.414451
T00782,A075,A094,9152,2026-08-10 15:58:50.414451
T00783,A073,A091,7485,2026-08-10 15:59:00.414451
T00784,A091,A005,6653,2026-08-10 15:59:10.414451
T00785,A008,A093,5304,2026-08-10 15:59:14.414451
T00786,A032,A100,4256,2026-08-10 15:59:23.414451
T00787,A049,A040,3637,2026-08-10 15:59:30.414451
T00788,A099,A093,4268,2026-08-10 15:59:40.414451
T00789,A059,A100,9256,2026-08-10 15:59:45.414451
T00790,A002,A061,822,2026-08-10 15:59:49.414451
T00791,A079,A092,4782,2026-08-10 15:59:54.414451
T00792,A007,A032,3537,2026-08-10 16:00:01.414451
T00793,A097,A015,9566,2026-08-10 16:00:04.414451
T00794,A043,A073,599,2026-08-10 16:00:10.414451
T00795,A084,A083,239,2026-08-10 16:00:20.414451
T00796,A069,A061,9388,2026-08-10 16:00:26.414451
T00797,A072,A049,4545,2026-08-10 16:00:31.414451
T00798,A065,A041,6559,2026-08-10 16:00:40.414451
T00799,A084,A056,3094,2026-08-10 16:00:41.414451
T00800,A089,A083,6767,2026-08-10 16:00:45.414451
T00801,A034,A019,2016,2026-08-10 16:00:50.414451
T00802,A082,A030,8369,2026-08-10 16:00:55.414451
T00803,A056,A059,8374,2026-08-10 16:01:01.414451
T00804,A070,A008,7326,2026-08-10 16:01:04.414451
T00805,A087,A001,7186,2026-08-10 16:01:08.414451
T00806,A097,A042,7065,2026-08-10 16:01:18.414451
T00807,A092,A095,6555,2026-08-10 16:01:21.414451
T00808,A065,A028,6139,2026-08-10 16:01:23.414451
T00809,A064,A039,2731,2026-08-10 16:01:30.414451
T00810,A048,A046,8277,2026-08-10 16:01:31.414451
T00811,A086,A067,664,2026-08-10 16:01:33.414451
T00812,A046,A042,6448,2026-08-10 16:01:40.414451
T00813,A045,A001,4981,2026-08-10 16:01:50.414451
T00814,A013,A062,2904,2026-08-10 16:01:51.414451
T00815,A016,A050,6243,2026-08-10 16:01:53.414451
T00816,A087,A077,1503,2026-08-10 16:01:56.414451
T00817,A056,A019,9015,2026-08-10 16:02:05.414451
T00818,A020,A066,7244,2026-08-10 16:02:09.414451
T00819,A063,A074,6715,2026-08-10 16:02:13.414451
T00820,A036,A092,1189,2026-08-10 16:02:18.414451
T00821,A044,A002,8289,2026-08-10 16:02:22.414451
T00822,A019,A097,9610,2026-08-10 16:02:24.414451
T00823,A095,A022,4909,2026-08-10 16:02:34.414451
T00824,A022,A067,2044,2026-08-10 16:02:43.414451
T00825,A010,A097,4480,2026-08-10 16:02:44.414451
T00826,A011,A061,2833,2026-08-10 16:02:46.414451
T00827,A069,A010,4245,2026-08-10 16:02:47.414451
T00828,A010,A015,9326,2026-08-10 16:02:57.414451
T00829,A088,A032,1503,2026-08-10 16:03:03.414451
T00830,A010,A056,5184,2026-08-10 16:03:04.414451
T00831,A030,A010,494,2026-08-10 16:03:07.414451
T00832,A050,A051,7426,2026-08-10 16:03:10.414451
T00833,A069,A086,6444,2026-08-10 16:03:16.414451
T00834,A003,A005,5641,2026-08-10 16:03:25.414451
T00835,A008,A069,7183,2026-08-10 16:03:31.414451
T00836,A008,A056,3091,2026-08-10 16:03:38.414451
T00837,A048,A020,4383,2026-08-10 16:03:39.414451
T00838,A010,A077,9070,2026-08-10 16:03:45.414451
T00839,A012,A004,3297,2026-08-10 16:03:54.414451
T00840,A055,A075,6322,2026-08-10 16:03:59.414451
T00841,A047,A011,9774,2026-08-10 16:04:04.414451
T00842,A092,A033,6970,2026-08-10 16:04:09.414451
T00843,A019,A073,7667,2026-08-10 16:04:19.414451
T00844,A087,A081,9959,2026-08-10 16:04:21.414451
T00845,A090,A023,7864,2026-08-10 16:04:26.414451
T00846,A061,A010,4266,2026-08-10 16:04:28.414451
T00847,A071,A007,9174,2026-08-10 16:04:33.414451
T00848,A016,A028,1867,2026-08-10 16:04:40.414451
T00849,A037,A043,5308,2026-08-10 16:04:46.414451
T00850,A060,A009,5462,2026-08-10 16:04:53.414451
T00851,A013,A023,4838,2026-08-10 16:04:58.414451
T00852,A028,A075,2150,2026-08-10 16:05:08.414451
T00853,A008,A043,2721,2026-08-10 16:05:17.414451
T00854,A066,A048,4199,2026-08-10 16:05:27.414451
T00855,A072,A096,4030,2026-08-10 16:05:34.414451
T00856,A044,A069,5610,2026-08-10 16:05:42.414451
T00857,A006,A057,7882,2026-08-10 16:05:44.414451
T00858,A092,A007,2586,2026-08-10 16:05:49.414451
T00859,A030,A026,8712,2026-08-10 16:05:54.414451
T00860,A094,A064,3725,2026-08-10 16:06:03.414451
T00861,A045,A059,4820,2026-08-10 16:06:07.414451
T00862,A030,A029,5823,2026-08-10 16:06:11.414451
T00863,A064,A070,5375,2026-08-10 16:06:18.414451
T00864,A082,A032,6549,2026-08-10 16:06:22.414451
T00865,A029,A076,1186,2026-08-10 16:06:24.414451
T00866,A089,A002,981,2026-08-10 16:06:26.414451
T00867,A062,A012,289,2026-08-10 16:06:30.414451
T00868,A014,A002,8237,2026-08-10 16:06:34.414451
T00869,A071,A095,7476,2026-08-10 16:06:38.414451
T00870,A077,A088,9209,2026-08-10 16:06:43.414451
T00871,A094,A030,1283,2026-08-10 16:06:44.414451
T00872,A005,A034,4483,2026-08-10 16:06:51.414451
T00873,A046,A006,1267,2026-08-10 16:06:55.414451
T00874,A014,A056,1907,2026-08-10 16:07:00.414451
T00875,A064,A022,1911,2026-08-10 16:07:05.414451
T00876,A060,A061,307,2026-08-10 16:07:07.414451
T00877,A060,A012,7642,2026-08-10 16:07:12.414451
T00878,A011,A019,8344,2026-08-10 16:07:16.414451
T00879,A022,A033,2511,2026-08-10 16:07:22.414451
T00880,A035,A071,8468,2026-08-10 16:07:26.414451
T00881,A041,A068,4610,2026-08-10 16:07:28.414451
T00882,A050,A054,1836,2026-08-10 16:07:31.414451
T00883,A007,A020,5719,2026-08-10 16:07:39.414451
T00884,A040,A009,6525,2026-08-10 16:07:49.414451
T00885,A073,A080,4087,2026-08-10 16:07:56.414451
T00886,A066,A061,3314,2026-08-10 16:08:03.414451
T00887,A019,A087,4835,2026-08-10 16:08:10.414451
T00888,A071,A090,8888,2026-08-10 16:08:13.414451
T00889,A069,A026,7503,2026-08-10 16:08:15.414451
T00890,A098,A023,1474,2026-08-10 16:08:23.414451
T00891,A079,A051,5206,2026-08-10 16:08:30.414451
T00892,A074,A054,7187,2026-08-10 16:08:31.414451
T00893,A038,A033,2220,2026-08-10 16:08:39.414451
T00894,A039,A075,4614,2026-08-10 16:08:40.414451
T00895,A078,A041,6991,2026-08-10 16:08:50.414451
T00896,A010,A076,9561,2026-08-10 16:08:56.414451
T00897,A039,A086,2807,2026-08-10 16:09:00.414451
T00898,A025,A001,5442,2026-08-10 16:09:05.414451
T00899,A099,A007,7957,2026-08-10 16:09:14.414451
T00900,A078,A075,6215,2026-08-10 16:09:20.414451
FRAUD_CIRC_01_1,F01_1,F01_2,8910,2026-08-10 16:09:25.414451
FRAUD_CIRC_01_2,F01_2,F01_3,6648,2026-08-10 16:09:26.414451
FRAUD_CIRC_01_3,F01_3,F01_4,6901,2026-08-10 16:09:30.414451
FRAUD_CIRC_01_4,F01_4,F01_5,7372,2026-08-10 16:09:34.414451
FRAUD_CIRC_01_5,F01_5,F01_1,7420,2026-08-10 16:09:35.414451
FRAUD_CIRC_02_1,F02_1,F02_2,4565,2026-08-10 16:09:37.414451
FRAUD_CIRC_02_2,F02_2,F02_3,7162,2026-08-10 16:09:42.414451
FRAUD_CIRC_02_3,F02_3,F02_4,4506,2026-08-10 16:09:43.414451
FRAUD_CIRC_02_4,F02_4,F02_5,5548,2026-08-10 16:09:48.414451
FRAUD_CIRC_02_5,F02_5,F02_1,7944,2026-08-10 16:09:53.414451
FRAUD_CIRC_03_1,F03_1,F03_2,6002,2026-08-10 16:09:54.414451
FRAUD_CIRC_03_2,F03_2,F03_3,8832,2026-08-10 16:09:59.414451
FRAUD_CIRC_03_3,F03_3,F03_4,4328,2026-08-10 16:10:00.414451
FRAUD_CIRC_03_4,F03_4,F03_5,6381,2026-08-10 16:10:01.414451
FRAUD_CIRC_03_5,F03_5,F03_1,4779,2026-08-10 16:10:06.414451
FRAUD_CIRC_04_1,F04_1,F04_2,6860,2026-08-10 16:10:09.414451
FRAUD_CIRC_04_2,F04_2,F04_3,8706,2026-08-10 16:10:14.414451
FRAUD_CIRC_04_3,F04_3,F04_4,5392,2026-08-10 16:10:17.414451
FRAUD_CIRC_04_4,F04_4,F04_5,4310,2026-08-10 16:10:22.414451
FRAUD_CIRC_04_5,F04_5,F04_1,8216,2026-08-10 16:10:25.414451
FRAUD_CIRC_05_1,F05_1,F05_2,4483,2026-08-10 16:10:28.414451
FRAUD_CIRC_05_2,F05_2,F05_3,7364,2026-08-10 16:10:32.414451
FRAUD_CIRC_05_3,F05_3,F05_4,7858,2026-08-10 16:10:36.414451
FRAUD_CIRC_05_4,F05_4,F05_5,6505,2026-08-10 16:10:41.414451
FRAUD_CIRC_05_5,F05_5,F05_1,4460,2026-08-10 16:10:44.414451
FRAUD_CIRC_06_1,F06_1,F06_2,8756,2026-08-10 16:10:45.414451
FRAUD_CIRC_06_2,F06_2,F06_3,8430,2026-08-10 16:10:50.414451
FRAUD_CIRC_06_3,F06_3,F06_4,8413,2026-08-10 16:10:52.414451
FRAUD_CIRC_06_4,F06_4,F06_5,4050,2026-08-10 16:10:57.414451
FRAUD_CIRC_06_5,F06_5,F06_1,8181,2026-08-10 16:11:00.414451
FRAUD_CIRC_07_1,F07_1,F07_2,6364,2026-08-10 16:11:01.414451
FRAUD_CIRC_07_2,F07_2,F07_3,6001,2026-08-10 16:11:02.414451
FRAUD_CIRC_07_3,F07_3,F07_4,7849,2026-08-10 16:11:03.414451
FRAUD_CIRC_07_4,F07_4,F07_5,8999,2026-08-10 16:11:07.414451
FRAUD_CIRC_07_5,F07_5,F07_1,4533,2026-08-10 16:11:09.414451
FRAUD_CIRC_08_1,F08_1,F08_2,4797,2026-08-10 16:11:13.414451
FRAUD_CIRC_08_2,F08_2,F08_3,5949,2026-08-10 16:11:17.414451
FRAUD_CIRC_08_3,F08_3,F08_4,5042,2026-08-10 16:11:18.414451
FRAUD_CIRC_08_4,F08_4,F08_5,8246,2026-08-10 16:11:22.414451
FRAUD_CIRC_08_5,F08_5,F08_1,6751,2026-08-10 16:11:27.414451
FRAUD_CIRC_09_1,F09_1,F09_2,5078,2026-08-10 16:11:28.414451
FRAUD_CIRC_09_2,F09_2,F09_3,7923,2026-08-10 16:11:33.414451
FRAUD_CIRC_09_3,F09_3,F09_4,7023,2026-08-10 16:11:36.414451
